age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
54,Never-worked,999062,Masters,13,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Female,38179,4479,65,England,>50K
66,Federal-gov,1337630,Bachelors,9,Never-married,Armed-Forces,Unmarried,Black,Female,1587,2438,52,Cambodia,>50K
46,Self-emp-not-inc,995217,Bachelors,12,Widowed,Other-service,Unmarried,Other,Female,42782,4092,90,Canada,<=50K
67,Federal-gov,1023171,Assoc-acdm,6,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,54412,4783,76,India,>50K
79,Self-emp-inc,1487019,Preschool,6,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,60561,1149,14,Philippines,>50K
68,Never-worked,943482,Prof-school,5,Married-AF-spouse,Protective-serv,Husband,Other,Female,77224,3565,89,Philippines,<=50K
54,Private,823585,9th,9,Married-spouse-absent,Other-service,Own-child,Other,Male,4409,4142,72,United-States,>50K
46,Federal-gov,1390485,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,71319,1972,68,Philippines,>50K
67,State-gov,774444,Preschool,8,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,99016,2666,28,Mexico,<=50K
21,Private,132990,HS-grad,7,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,26751,463,71,United-States,<=50K
45,Self-emp-not-inc,1138095,9th,7,Widowed,Sales,Other-relative,Other,Female,38174,4218,10,United-States,<=50K
20,State-gov,1078079,1st-4th,6,Separated,Farming-fishing,Wife,Asian-Pac-Islander,Female,56572,2181,57,Philippines,>50K
26,Private,1260351,Assoc-acdm,5,Widowed,Craft-repair,Own-child,White,Male,61416,1642,66,Japan,>50K
72,State-gov,1001883,Bachelors,13,Married-AF-spouse,Craft-repair,Other-relative,Other,Female,12041,3888,90,Germany,<=50K
33,Self-emp-not-inc,733226,5th-6th,4,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,23227,840,50,Germany,>50K
33,Never-worked,1216553,HS-grad,3,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,35201,2654,14,Mexico,<=50K
85,Self-emp-inc,46806,Bachelors,16,Married-AF-spouse,Tech-support,Wife,Other,Female,36069,4118,16,Puerto-Rico,<=50K
50,Self-emp-not-inc,1244648,10th,3,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,82190,565,54,Japan,<=50K
22,Self-emp-not-inc,435384,Some-college,6,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,26370,964,43,Puerto-Rico,>50K
69,State-gov,90119,Prof-school,15,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,95018,2282,42,Cambodia,>50K
82,Never-worked,1253741,Doctorate,4,Divorced,Transport-moving,Unmarried,Black,Male,11586,995,81,Japan,<=50K
59,Without-pay,649720,9th,12,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,50231,1187,22,India,<=50K
39,Local-gov,490641,9th,12,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,5322,4921,68,Puerto-Rico,>50K
71,Federal-gov,899381,Masters,6,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,65294,4311,19,Mexico,<=50K
32,Federal-gov,427507,11th,3,Married-AF-spouse,Handlers-cleaners,Other-relative,Other,Male,79468,3254,66,Mexico,>50K
24,Self-emp-inc,883403,Masters,15,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,29299,656,39,Japan,<=50K
20,Self-emp-inc,899903,10th,4,Married-civ-spouse,Sales,Own-child,Black,Female,90715,2982,73,United-States,<=50K
20,Federal-gov,905421,HS-grad,15,Married-AF-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,70793,1113,19,India,>50K
72,Local-gov,104080,12th,9,Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,46501,4406,16,Canada,>50K
41,Federal-gov,1321367,Masters,5,Married-spouse-absent,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,57134,556,54,India,>50K
83,Without-pay,998836,Doctorate,13,Married-spouse-absent,Priv-house-serv,Wife,Asian-Pac-Islander,Male,9777,3019,25,Mexico,>50K
83,Local-gov,1146370,Assoc-acdm,7,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,11249,2304,18,Cambodia,>50K
43,Self-emp-inc,312985,Masters,10,Married-AF-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,21390,2580,23,Puerto-Rico,<=50K
48,Private,144447,Preschool,2,Married-civ-spouse,Transport-moving,Husband,Black,Male,20369,51,85,Puerto-Rico,<=50K
66,State-gov,140029,Masters,14,Widowed,Priv-house-serv,Unmarried,Other,Female,12881,1361,11,Cambodia,>50K
77,Without-pay,199830,12th,14,Married-spouse-absent,Tech-support,Own-child,Black,Male,9587,1194,39,England,>50K
67,Without-pay,1406992,11th,5,Married-spouse-absent,Priv-house-serv,Wife,White,Female,93800,4019,68,Japan,<=50K
35,Never-worked,581931,Some-college,9,Divorced,Exec-managerial,Other-relative,Black,Male,74327,3138,25,Mexico,<=50K
37,Self-emp-inc,326094,Assoc-acdm,16,Separated,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,87911,1648,63,Germany,>50K
21,Self-emp-inc,1256497,Masters,11,Divorced,Handlers-cleaners,Wife,Other,Female,88147,671,96,Philippines,>50K
58,Self-emp-not-inc,1431220,10th,3,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,7833,777,30,Cambodia,<=50K
77,Without-pay,703404,5th-6th,14,Married-AF-spouse,Farming-fishing,Other-relative,White,Male,47013,4927,45,Cambodia,>50K
38,Self-emp-not-inc,407732,Prof-school,9,Never-married,Machine-op-inspct,Not-in-family,Other,Male,63620,2279,90,India,<=50K
37,Self-emp-not-inc,886183,Doctorate,14,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Male,15754,3022,61,Japan,<=50K
86,State-gov,642893,12th,16,Married-AF-spouse,Priv-house-serv,Other-relative,Black,Female,78113,1860,51,Japan,>50K
17,Self-emp-not-inc,861965,Prof-school,11,Separated,Other-service,Other-relative,Asian-Pac-Islander,Male,96631,3139,98,Germany,<=50K
21,Local-gov,364710,12th,15,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,86784,1074,9,Philippines,<=50K
28,Federal-gov,652543,10th,6,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,35282,1716,76,Japan,<=50K
62,Private,804586,Prof-school,4,Married-spouse-absent,Machine-op-inspct,Other-relative,Black,Male,36737,1283,2,United-States,>50K
50,Self-emp-inc,1031967,12th,7,Married-spouse-absent,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,97427,4686,5,Mexico,<=50K
65,Local-gov,471157,1st-4th,16,Never-married,Transport-moving,Own-child,Black,Male,24124,1986,62,United-States,>50K
61,Private,1126581,Prof-school,8,Separated,Transport-moving,Wife,Other,Male,70102,2633,69,England,<=50K
43,Without-pay,1285898,11th,6,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Male,2196,1001,52,Mexico,<=50K
89,Without-pay,1258360,Assoc-voc,5,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Male,61527,1046,86,Canada,<=50K
42,Without-pay,43387,Assoc-acdm,6,Widowed,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,96651,2176,5,Mexico,<=50K
63,Local-gov,900412,HS-grad,5,Widowed,Other-service,Own-child,Other,Female,85395,2338,59,Mexico,<=50K
72,Local-gov,1154033,Some-college,8,Divorced,Farming-fishing,Not-in-family,White,Female,11345,1855,68,Germany,>50K
79,Self-emp-inc,164129,1st-4th,1,Widowed,Transport-moving,Other-relative,Black,Male,34077,500,9,United-States,>50K
64,Federal-gov,1048308,7th-8th,16,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Female,66400,2233,93,Philippines,<=50K
77,Never-worked,337875,Bachelors,11,Married-spouse-absent,Prof-specialty,Unmarried,Other,Female,12055,4574,22,India,>50K
42,Self-emp-not-inc,1248337,10th,7,Divorced,Craft-repair,Unmarried,White,Male,85283,2539,27,Germany,>50K
52,Without-pay,588926,10th,15,Separated,Tech-support,Wife,Black,Male,44484,4608,10,Mexico,<=50K
17,State-gov,504814,Masters,10,Married-spouse-absent,Craft-repair,Wife,Other,Male,77514,3714,80,India,>50K
24,Federal-gov,1246134,5th-6th,10,Divorced,Priv-house-serv,Other-relative,Black,Female,90135,2332,61,Puerto-Rico,>50K
68,State-gov,442955,Doctorate,16,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,35771,600,51,India,>50K
63,Self-emp-inc,1439541,HS-grad,11,Separated,Armed-Forces,Not-in-family,White,Female,57654,4284,10,Cambodia,>50K
72,Self-emp-inc,1072330,Bachelors,2,Never-married,Sales,Husband,Other,Male,46540,988,6,Germany,<=50K
30,Self-emp-inc,87260,10th,15,Married-spouse-absent,Prof-specialty,Wife,White,Female,83151,1881,62,Germany,>50K
44,Private,1135488,Preschool,14,Separated,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,29377,4483,5,Cambodia,<=50K
18,State-gov,276695,Preschool,9,Widowed,Adm-clerical,Wife,White,Male,95567,1754,70,Puerto-Rico,<=50K
42,Federal-gov,552994,Assoc-acdm,1,Divorced,Protective-serv,Other-relative,White,Male,49573,2464,63,Japan,>50K
30,Never-worked,815326,HS-grad,11,Married-spouse-absent,Farming-fishing,Own-child,Asian-Pac-Islander,Female,42733,2223,56,Japan,<=50K
75,Federal-gov,366130,Prof-school,16,Married-civ-spouse,Priv-house-serv,Wife,White,Female,11760,4482,59,Japan,>50K
72,Local-gov,888374,Prof-school,10,Separated,Farming-fishing,Own-child,Black,Male,99250,1494,63,Japan,<=50K
23,Local-gov,49725,7th-8th,6,Separated,Machine-op-inspct,Wife,Other,Male,25762,852,89,United-States,>50K
19,Without-pay,1205574,Bachelors,9,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,50986,451,59,Cambodia,>50K
39,Never-worked,124555,10th,1,Married-spouse-absent,Protective-serv,Not-in-family,Other,Male,34332,2324,51,Puerto-Rico,<=50K
34,Local-gov,281486,Some-college,4,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,40100,1758,50,Mexico,>50K
54,Self-emp-inc,815928,10th,16,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,4944,4308,4,England,>50K
31,Federal-gov,908036,Assoc-acdm,4,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,48825,3353,48,Germany,>50K
80,State-gov,894631,Prof-school,15,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,13877,4136,32,India,>50K
44,Self-emp-inc,585609,Masters,9,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,29990,4695,51,Japan,<=50K
55,Private,253103,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,99612,3338,52,India,<=50K
73,Local-gov,1002599,11th,5,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Female,55283,2588,74,England,<=50K
33,Self-emp-inc,435872,11th,5,Widowed,Prof-specialty,Unmarried,Other,Male,3258,1782,34,Germany,>50K
60,Self-emp-inc,75147,12th,6,Married-AF-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,31629,3520,36,Canada,<=50K
41,Private,462882,Some-college,1,Married-AF-spouse,Sales,Own-child,Other,Female,37579,1779,70,Philippines,>50K
33,Self-emp-not-inc,495584,Preschool,1,Married-civ-spouse,Craft-repair,Wife,Black,Male,22958,3132,43,Puerto-Rico,>50K
29,Federal-gov,320931,10th,15,Never-married,Transport-moving,Wife,Other,Female,39465,3573,16,United-States,>50K
41,State-gov,264839,11th,9,Never-married,Transport-moving,Wife,Black,Female,85853,3218,59,India,<=50K
84,Without-pay,476162,12th,3,Separated,Adm-clerical,Not-in-family,White,Female,15775,3757,53,Japan,<=50K
26,Self-emp-not-inc,566015,Bachelors,4,Widowed,Craft-repair,Not-in-family,White,Female,76575,4016,19,Cambodia,<=50K
83,Local-gov,1163657,Prof-school,1,Divorced,Farming-fishing,Other-relative,Black,Male,94633,2837,98,India,<=50K
34,Self-emp-inc,1453441,Doctorate,9,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,34207,2381,89,Germany,>50K
50,Never-worked,709556,5th-6th,15,Married-AF-spouse,Craft-repair,Husband,Other,Male,22553,4239,95,Canada,<=50K
24,Private,712095,1st-4th,8,Married-AF-spouse,Priv-house-serv,Husband,Black,Female,53632,3936,41,Puerto-Rico,<=50K
56,Private,780109,Prof-school,2,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,55,4428,81,Cambodia,<=50K
58,Never-worked,1148678,1st-4th,8,Married-civ-spouse,Adm-clerical,Wife,White,Male,88697,1419,47,Philippines,<=50K
57,Federal-gov,1017082,Masters,15,Married-AF-spouse,Priv-house-serv,Not-in-family,White,Male,32873,4150,94,Germany,>50K
22,Self-emp-not-inc,176570,Assoc-voc,16,Married-AF-spouse,Farming-fishing,Own-child,Black,Female,80720,1330,54,Canada,<=50K
68,Without-pay,1136271,HS-grad,7,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,66205,2917,55,Cambodia,<=50K
42,Federal-gov,451116,11th,11,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,78199,1446,95,Philippines,<=50K
80,Never-worked,541608,Bachelors,6,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,25318,1440,19,India,>50K
75,Self-emp-inc,137235,1st-4th,1,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,33734,3744,62,Germany,<=50K
72,Never-worked,1022403,5th-6th,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,82227,2844,93,Mexico,<=50K
75,Federal-gov,1087609,9th,7,Married-AF-spouse,Handlers-cleaners,Own-child,Black,Male,18522,4175,59,Philippines,<=50K
86,State-gov,536409,10th,10,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,11656,864,65,Canada,>50K
49,Private,686165,11th,7,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,15893,471,68,Mexico,>50K
69,Private,711211,10th,13,Separated,Tech-support,Wife,Other,Female,16493,1502,28,Mexico,<=50K
38,Local-gov,571120,5th-6th,14,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,3632,4684,18,United-States,<=50K
37,Local-gov,1263085,Some-college,9,Married-civ-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,95872,1410,26,Canada,>50K
86,Never-worked,1446445,Masters,1,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Male,88648,3770,19,Mexico,>50K
86,Without-pay,165016,HS-grad,2,Married-spouse-absent,Machine-op-inspct,Other-relative,Black,Male,61779,1905,55,India,>50K
20,Self-emp-inc,302017,11th,11,Widowed,Prof-specialty,Wife,Black,Male,38452,4659,57,Germany,>50K
78,State-gov,1158040,10th,9,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Female,13266,4001,6,Germany,>50K
78,Self-emp-not-inc,690739,Bachelors,13,Married-spouse-absent,Craft-repair,Husband,White,Male,61607,3504,1,India,<=50K
40,Federal-gov,1185898,11th,9,Never-married,Adm-clerical,Other-relative,Other,Female,16940,3483,8,United-States,<=50K
71,Without-pay,765182,1st-4th,13,Divorced,Armed-Forces,Own-child,White,Female,24003,4562,97,Puerto-Rico,<=50K
25,Self-emp-inc,467557,Some-college,6,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Male,98408,598,51,United-States,<=50K
19,Local-gov,818519,9th,6,Married-AF-spouse,Protective-serv,Own-child,Asian-Pac-Islander,Female,34815,991,85,Germany,>50K
47,Never-worked,436978,Assoc-acdm,4,Separated,Priv-house-serv,Unmarried,White,Male,30869,1932,88,Puerto-Rico,>50K
56,Federal-gov,1053316,7th-8th,4,Divorced,Exec-managerial,Husband,Other,Female,49297,2784,25,United-States,>50K
52,Local-gov,889049,9th,5,Divorced,Priv-house-serv,Unmarried,White,Female,60107,3041,47,Mexico,>50K
40,Never-worked,644771,12th,3,Never-married,Sales,Own-child,Black,Male,82793,66,55,Puerto-Rico,>50K
22,Federal-gov,543886,11th,1,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,16682,3398,64,Germany,<=50K
82,Self-emp-not-inc,1303203,Prof-school,15,Divorced,Handlers-cleaners,Own-child,Black,Male,19622,2750,83,India,<=50K
20,Self-emp-inc,562601,Assoc-voc,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,30408,469,93,Japan,<=50K
22,Federal-gov,1183490,Prof-school,12,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,8837,1724,10,Mexico,<=50K
67,State-gov,567993,9th,16,Separated,Farming-fishing,Own-child,Other,Female,64210,3985,56,Mexico,<=50K
78,Without-pay,123892,1st-4th,15,Married-AF-spouse,Armed-Forces,Own-child,White,Male,15407,1631,12,Japan,>50K
73,Private,1332743,Prof-school,13,Widowed,Armed-Forces,Unmarried,Other,Male,29309,774,33,Philippines,>50K
82,State-gov,663942,Bachelors,7,Separated,Exec-managerial,Unmarried,White,Female,71918,3012,71,England,>50K
24,State-gov,1259444,Prof-school,16,Never-married,Craft-repair,Own-child,Black,Male,93190,2503,17,Cambodia,>50K
42,Without-pay,1148649,HS-grad,1,Widowed,Machine-op-inspct,Wife,Black,Female,18895,1486,61,Canada,>50K
67,Private,124195,Assoc-acdm,1,Married-spouse-absent,Armed-Forces,Not-in-family,White,Female,99087,4019,10,United-States,<=50K
61,State-gov,736987,11th,3,Married-civ-spouse,Craft-repair,Unmarried,Other,Male,86912,4227,31,England,<=50K
60,Federal-gov,1102424,5th-6th,10,Separated,Farming-fishing,Wife,White,Male,370,929,60,United-States,<=50K
21,Federal-gov,952883,Preschool,15,Married-AF-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,486,3012,70,England,>50K
86,Federal-gov,1358486,Masters,4,Never-married,Prof-specialty,Own-child,Black,Male,23762,1505,17,Puerto-Rico,>50K
42,Private,1046630,Prof-school,16,Married-spouse-absent,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,26613,4729,50,India,>50K
84,State-gov,88099,Some-college,16,Widowed,Prof-specialty,Other-relative,Black,Female,3196,2944,37,Canada,>50K
35,Never-worked,1497852,Masters,16,Married-spouse-absent,Sales,Other-relative,Black,Male,94937,2819,82,Canada,<=50K
36,Private,1032237,Assoc-acdm,4,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,76349,1184,62,United-States,>50K
28,Federal-gov,1137698,10th,2,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,64839,288,90,Japan,<=50K
63,Without-pay,593156,5th-6th,1,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,41916,1811,80,Puerto-Rico,>50K
17,State-gov,1485017,1st-4th,3,Separated,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,8572,527,72,Philippines,<=50K
30,State-gov,1337363,Assoc-acdm,11,Married-civ-spouse,Protective-serv,Not-in-family,Other,Female,28225,916,88,Canada,>50K
80,Local-gov,506275,Prof-school,4,Separated,Sales,Own-child,Asian-Pac-Islander,Male,45853,1708,77,Cambodia,>50K
54,Local-gov,318871,Assoc-acdm,3,Widowed,Machine-op-inspct,Husband,White,Female,49390,3574,29,United-States,<=50K
53,Self-emp-not-inc,1177655,Masters,8,Widowed,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,32275,3319,32,Mexico,<=50K
27,Never-worked,872129,Assoc-voc,14,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,72379,1406,88,Cambodia,>50K
19,Never-worked,1084605,1st-4th,10,Widowed,Protective-serv,Not-in-family,Other,Male,1105,1241,80,Germany,<=50K
49,Self-emp-inc,1314929,Prof-school,1,Divorced,Sales,Husband,Asian-Pac-Islander,Female,59896,3133,11,United-States,>50K
22,Never-worked,427442,Bachelors,14,Married-spouse-absent,Sales,Unmarried,Black,Male,43209,798,96,United-States,>50K
66,Local-gov,1263294,9th,2,Separated,Craft-repair,Wife,White,Female,97175,1523,6,Mexico,<=50K
26,Private,1490523,HS-grad,13,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,42487,4107,35,Puerto-Rico,>50K
21,Never-worked,1440178,7th-8th,7,Divorced,Other-service,Wife,Black,Female,18051,4928,33,Mexico,>50K
39,Local-gov,916816,Doctorate,4,Married-spouse-absent,Handlers-cleaners,Wife,Other,Male,94244,2888,18,Canada,<=50K
26,Self-emp-not-inc,1137502,12th,8,Married-AF-spouse,Protective-serv,Husband,Black,Male,77400,2690,37,India,>50K
60,State-gov,337650,1st-4th,11,Married-AF-spouse,Transport-moving,Unmarried,Black,Male,66961,4091,13,United-States,>50K
18,Never-worked,463031,Assoc-acdm,13,Married-AF-spouse,Transport-moving,Wife,Other,Female,60156,1241,74,Germany,>50K
29,Self-emp-not-inc,1110668,Bachelors,3,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Female,57175,690,90,Japan,>50K
56,State-gov,1393259,11th,6,Divorced,Sales,Husband,Amer-Indian-Eskimo,Male,6849,527,81,United-States,<=50K
18,Without-pay,1003581,11th,9,Married-AF-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,18976,1495,64,Mexico,<=50K
81,Without-pay,172889,12th,1,Married-AF-spouse,Machine-op-inspct,Unmarried,Black,Female,99794,3825,1,England,<=50K
79,State-gov,713221,Preschool,1,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,56866,2893,63,United-States,>50K
89,Never-worked,195006,1st-4th,8,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,47078,892,89,United-States,<=50K
33,Self-emp-inc,789727,1st-4th,3,Married-spouse-absent,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,31113,386,34,Germany,<=50K
25,Local-gov,1209906,HS-grad,5,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Female,15401,1249,10,Germany,<=50K
31,Private,1126351,Preschool,1,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,12884,2528,84,United-States,>50K
40,Private,1336189,Assoc-acdm,5,Married-spouse-absent,Priv-house-serv,Other-relative,Black,Male,84360,4503,7,England,<=50K
54,Federal-gov,310998,5th-6th,11,Divorced,Tech-support,Husband,Other,Male,37563,3528,56,India,<=50K
51,State-gov,681616,Assoc-voc,16,Married-spouse-absent,Protective-serv,Wife,Asian-Pac-Islander,Female,34414,897,80,Philippines,>50K
65,Private,96256,12th,6,Never-married,Handlers-cleaners,Own-child,Black,Male,16142,710,37,England,>50K
85,Never-worked,971441,HS-grad,8,Separated,Armed-Forces,Own-child,Asian-Pac-Islander,Male,71492,3695,29,England,>50K
78,Self-emp-inc,1429854,Assoc-acdm,13,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,79464,2686,12,England,>50K
76,State-gov,201360,Masters,16,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,75257,4512,17,India,>50K
66,Self-emp-inc,366874,Bachelors,16,Married-AF-spouse,Armed-Forces,Own-child,Black,Female,76693,415,48,Puerto-Rico,>50K
25,Never-worked,438267,Doctorate,14,Married-civ-spouse,Priv-house-serv,Own-child,Black,Female,35135,1471,84,Puerto-Rico,<=50K
50,Private,1358106,9th,3,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,72232,4180,26,England,<=50K
51,Private,1311210,Assoc-voc,3,Married-AF-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,27862,4262,83,Philippines,>50K
17,Federal-gov,953688,5th-6th,12,Married-AF-spouse,Prof-specialty,Unmarried,Other,Male,5190,2431,12,Mexico,>50K
56,Private,53787,Masters,16,Married-AF-spouse,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,70199,2515,21,Cambodia,<=50K
80,State-gov,565909,Masters,11,Divorced,Craft-repair,Unmarried,Black,Male,4331,1095,42,Puerto-Rico,>50K
38,Never-worked,622272,Preschool,11,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,52186,809,61,Japan,>50K
76,Without-pay,331955,7th-8th,10,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,44648,3044,58,Germany,<=50K
80,Never-worked,50447,11th,9,Divorced,Transport-moving,Husband,White,Female,28549,992,54,India,>50K
88,State-gov,148046,Some-college,4,Widowed,Sales,Wife,Asian-Pac-Islander,Female,81782,1281,34,India,>50K
27,State-gov,759290,Bachelors,15,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,25761,4370,7,Cambodia,<=50K
30,Federal-gov,1037541,11th,4,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,3262,1773,35,Puerto-Rico,<=50K
76,Federal-gov,661147,Prof-school,12,Married-spouse-absent,Transport-moving,Husband,White,Female,51259,3561,15,Philippines,<=50K
46,Private,208490,Doctorate,7,Widowed,Armed-Forces,Own-child,Black,Female,72572,3816,65,Philippines,<=50K
51,Self-emp-not-inc,1052038,Masters,2,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,53472,1756,90,Germany,<=50K
53,Never-worked,427688,Some-college,8,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Female,87858,2373,25,England,>50K
21,Never-worked,524409,1st-4th,6,Never-married,Exec-managerial,Not-in-family,Other,Male,84667,2576,59,Mexico,>50K
42,Self-emp-not-inc,1306980,11th,3,Separated,Other-service,Other-relative,Amer-Indian-Eskimo,Female,4677,891,79,Puerto-Rico,>50K
78,Federal-gov,536595,5th-6th,9,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Male,73508,4184,86,Philippines,>50K
20,Private,683689,5th-6th,5,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,80865,707,6,Cambodia,>50K
58,Self-emp-not-inc,185937,5th-6th,8,Divorced,Other-service,Other-relative,White,Male,50617,2397,52,Germany,<=50K
34,Private,1115426,HS-grad,7,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,86029,4482,79,United-States,>50K
56,Private,1384940,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,18595,2134,88,Germany,>50K
88,Private,263306,10th,8,Married-AF-spouse,Armed-Forces,Wife,Other,Male,87459,2354,21,Philippines,>50K
55,Local-gov,1162384,11th,7,Married-AF-spouse,Handlers-cleaners,Husband,White,Female,60148,4535,71,United-States,>50K
30,State-gov,681757,Preschool,3,Married-AF-spouse,Machine-op-inspct,Other-relative,White,Male,46926,976,93,Japan,>50K
48,Private,248981,5th-6th,2,Widowed,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,75271,734,96,Canada,<=50K
67,Local-gov,542220,7th-8th,16,Married-civ-spouse,Transport-moving,Not-in-family,Other,Female,34457,2468,32,Germany,>50K
54,Federal-gov,73072,9th,7,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,42531,2540,53,Cambodia,>50K
39,Self-emp-not-inc,1091860,HS-grad,3,Separated,Other-service,Other-relative,Amer-Indian-Eskimo,Male,73263,632,59,Cambodia,>50K
79,State-gov,103369,10th,3,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,73300,4268,69,Mexico,>50K
31,Without-pay,831554,Bachelors,2,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,63171,4099,62,England,>50K
